KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,3/18/2022 23:29,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,3,-0.003,-0.38,-0.08,5.4,72.5,94.8,9.82,-0.005,0,5.4,4,7.31,0,1.197,NA,-45.2,2.949,0.003,4.8,0
,,,STANDARD DEVIATION:,6.3,0.036,4.38,1.23,11.8,1.4,1.9,0.76,0.051,0.01,11.8,8,16.19,0,0.004,0.07,4.3,3.051,0.038,0.39,0.5
,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17G101782,19A101287,17G101462,17G101462,17G101782,17G101884,17G101884,17G101884,19A101287,17G101782,17G101782,17G101782,17G100815,17G100815,17G102241,17H100999,17H100999,17G101782,19A101287,17H101021,17H101021
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond ï¿½S/,Depth m,fDOM QSU,fDOM RFU,nLF Cond ï¿½S/,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond ï¿½S/,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp ï¿,Vertical Position m,Battery V,Cable Pwr V
3/12/2022,22:00:00,0,LaJaraUpstream,0,0.002,-1.19,-0.31,0,69.9,91.4,10.18,0.003,0,0,0,23.05,0,1.202,6.88,-12.3,0.161,0.013,5.94,0
3/12/2022,22:05:00,0,LaJaraUpstream,0,0.013,-1.31,-0.34,0,72,94.1,10.49,0.018,0,0,0,10.47,0,1.202,7.31,-36.2,0.119,0.014,5.91,0
3/12/2022,22:10:00,0,LaJaraUpstream,0,0.013,-1.3,-0.34,0,72.4,94.7,10.54,0.019,0,0,0,8.82,0,1.202,7.38,-39.9,0.139,0.014,5.9,0
3/12/2022,22:15:00,0,LaJaraUpstream,0,0.013,-1.28,-0.33,0,72.5,94.8,10.56,0.018,0,0,0,8.63,0,1.202,7.39,-40.6,0.139,0.013,5.88,0
3/12/2022,22:20:00,0,LaJaraUpstream,0,0.012,-1.28,-0.33,0,72.6,94.9,10.58,0.018,0,0,0,8.57,0,1.202,7.39,-40.7,0.115,0.013,5.85,0
3/12/2022,22:25:00,0,LaJaraUpstream,0,0.012,-1.28,-0.33,0,72.6,95,10.59,0.018,0,0,0,8.64,0,1.202,7.39,-40.8,0.091,0.013,5.85,0
3/12/2022,22:30:00,0,LaJaraUpstream,0,0.012,-1.27,-0.33,0,72.6,95,10.6,0.017,0,0,0,8.61,0,1.202,7.4,-40.9,0.066,0.013,5.84,0
3/12/2022,22:35:00,0,LaJaraUpstream,0,0.012,-1.28,-0.33,0,72.6,95,10.6,0.017,0,0,0,8.59,0,1.202,7.4,-40.9,0.071,0.013,5.82,0
3/12/2022,22:40:00,0,LaJaraUpstream,0,0.012,-1.29,-0.34,0,72.6,95,10.6,0.017,0,0,0,8.62,0,1.202,7.4,-41,0.056,0.012,5.79,0
3/12/2022,22:45:00,0,LaJaraUpstream,0,0.012,-1.27,-0.33,0,72.6,95,10.61,0.017,0,0,0,8.65,0,1.202,7.4,-41,0.034,0.012,5.79,0
3/12/2022,22:50:00,0,LaJaraUpstream,0,0.012,-1.25,-0.33,0,72.6,95,10.62,0.017,0,0,0,8.68,0,1.202,7.4,-41,0.007,0.012,5.78,0
3/12/2022,22:55:00,0,LaJaraUpstream,0,0.011,-1.26,-0.33,0,72.6,95,10.63,0.016,0,0,0,8.64,0,1.202,7.4,-41.1,-0.027,0.012,5.75,0
3/12/2022,23:00:00,0,LaJaraUpstream,0,0.011,-1.26,-0.33,0,72.7,95,10.64,0.015,0,0,0,8.67,0,1.202,7.4,-41.1,-0.049,0.011,5.75,0
3/12/2022,23:05:00,0,LaJaraUpstream,0,0.011,-1.26,-0.33,0,72.6,95,10.64,0.016,0,0,0,8.71,0,1.202,7.4,-41.2,-0.047,0.011,5.73,0
3/12/2022,23:10:00,0,LaJaraUpstream,0,0.011,-1.26,-0.33,0,72.7,95,10.64,0.016,0,0,0,8.82,0,1.202,7.4,-41.2,-0.053,0.011,5.72,0
3/12/2022,23:15:00,0,LaJaraUpstream,0,0.011,-1.26,-0.33,0,72.7,95,10.65,0.015,0,0,0,8.77,0,1.202,7.4,-41.1,-0.077,0.011,5.7,0
3/12/2022,23:20:00,0,LaJaraUpstream,0,0.01,-1.25,-0.33,0,72.7,95,10.66,0.014,0,0,0,8.82,0,1.202,7.39,-40.8,-0.107,0.01,5.7,0
3/12/2022,23:25:00,0,LaJaraUpstream,0,0.01,-1.25,-0.33,0,72.6,95,10.66,0.014,0,0,0,8.82,0,1.202,7.39,-40.7,-0.137,0.01,5.69,0
3/12/2022,23:30:00,0,LaJaraUpstream,0,0.01,-1.26,-0.33,0,72.7,95,10.67,0.014,0,0,0,8.84,0,1.202,7.39,-40.7,-0.167,0.01,5.67,0
3/12/2022,23:35:00,0,LaJaraUpstream,0,0.009,-1.25,-0.33,0,72.6,94.9,10.67,0.013,0,0,0,8.84,0,1.202,7.39,-40.7,-0.172,0.01,5.66,0
3/12/2022,23:40:00,0,LaJaraUpstream,0,0.009,-1.26,-0.33,0,72.6,95,10.68,0.012,0,0,0,8.86,0,1.202,7.39,-40.8,-0.185,0.009,5.66,0
3/12/2022,23:45:00,0,LaJaraUpstream,0,0.008,-1.25,-0.33,0,72.7,95,10.68,0.012,0,0,0,8.86,0,1.202,7.4,-40.8,-0.198,0.009,5.65,0
3/12/2022,23:50:00,0,LaJaraUpstream,0,0.008,-1.25,-0.33,0,72.7,95,10.68,0.012,0,0,0,8.94,0,1.202,7.4,-40.9,-0.193,0.009,5.64,0
3/12/2022,23:55:00,0,LaJaraUpstream,0,0.009,-1.25,-0.32,0,72.7,95,10.69,0.012,0,0,0,9.03,0,1.202,7.4,-40.9,-0.199,0.009,5.64,0
3/13/2022,0:00:00,0,LaJaraUpstream,0,0.008,-1.25,-0.33,0,72.7,95.1,10.7,0.012,0,0,0,9.09,0,1.202,7.4,-40.9,-0.229,0.008,5.62,0
3/13/2022,0:05:00,0,LaJaraUpstream,0,0.007,-1.25,-0.33,0,72.8,95.2,10.72,0.01,0,0,0,9.11,0,1.202,7.4,-41,-0.266,0.007,5.59,0
3/13/2022,0:10:00,0,LaJaraUpstream,0,0.007,-1.26,-0.33,0,72.8,95.2,10.73,0.01,0,0,0,9.15,0,1.202,7.4,-41,-0.289,0.007,5.59,0
3/13/2022,0:15:00,0,LaJaraUpstream,0,0.007,-1.25,-0.32,0,72.8,95.2,10.74,0.01,0,0,0,9.15,0,1.202,7.4,-41.1,-0.3,0.007,5.58,0
3/13/2022,0:20:00,0,LaJaraUpstream,0,0.007,-1.25,-0.32,0,72.9,95.3,10.75,0.009,0,0,0,9.16,0,1.202,7.4,-41.1,-0.328,0.007,5.57,0
3/13/2022,0:25:00,0,LaJaraUpstream,0,0.007,-1.25,-0.32,0,72.9,95.3,10.76,0.009,0,0,0,9.12,0,1.202,7.4,-41.1,-0.34,0.007,5.56,0
3/13/2022,0:30:00,0,LaJaraUpstream,0,0.006,-1.26,-0.33,0,72.8,95.2,10.76,0.009,0,0,0,9.07,0,1.202,7.4,-41.1,-0.354,0.007,5.55,0
3/13/2022,0:35:00,0,LaJaraUpstream,0,0.006,-1.27,-0.33,0,72.9,95.3,10.76,0.008,0,0,0,9.04,0,1.202,7.4,-41,-0.364,0.006,5.54,0
3/13/2022,0:40:00,0,LaJaraUpstream,0,0.006,-1.28,-0.33,0,72.9,95.3,10.77,0.008,0,0,0,9.01,0,1.202,7.4,-41,-0.373,0.006,5.53,0
3/13/2022,0:45:00,0,LaJaraUpstream,0,0.006,-1.25,-0.33,0,72.9,95.3,10.77,0.008,0,0,0,8.96,0,1.202,7.4,-41,-0.367,0.006,5.51,0
3/13/2022,0:50:00,0,LaJaraUpstream,0,0.006,-1.26,-0.33,0,72.9,95.3,10.77,0.008,0,0,0,9.03,0,1.202,7.4,-41,-0.38,0.006,5.51,0
3/13/2022,0:55:00,0,LaJaraUpstream,0,0.005,-1.27,-0.33,0,72.9,95.3,10.78,0.007,0,0,0,9.04,0,1.202,7.4,-41,-0.384,0.006,5.51,0
3/13/2022,1:00:00,0,LaJaraUpstream,0,0.005,-1.29,-0.34,0,72.9,95.3,10.77,0.008,0,0,0,9.24,0,1.202,7.4,-40.9,-0.379,0.006,5.48,0
3/13/2022,1:05:00,0,LaJaraUpstream,0,0.006,-1.29,-0.34,0,72.9,95.3,10.78,0.008,0,0,0,8.74,0,1.202,7.4,-40.9,-0.385,0.006,5.48,0
3/13/2022,1:10:00,0,LaJaraUpstream,0,0.007,-1.27,-0.33,0,72.9,95.3,10.77,0.01,0,0,0,4.08,0,1.202,7.39,-40.8,-0.378,0.007,5.48,0
3/13/2022,1:15:00,0,LaJaraUpstream,0,0.008,-1.27,-0.33,0,72.9,95.3,10.77,0.011,0,0,0,3.73,0,1.202,7.39,-40.7,-0.369,0.008,5.47,0
3/13/2022,1:20:00,0,LaJaraUpstream,0,0.01,-1.27,-0.33,0,72.9,95.3,10.76,0.014,0,0,0,4.19,0,1.202,7.39,-40.6,-0.352,0.01,5.45,0
3/13/2022,1:25:00,0,LaJaraUpstream,0,0.011,-1.28,-0.33,0,72.7,95.1,10.71,0.015,0,0,0,4.02,0,1.202,7.39,-40.5,-0.245,0.011,5.45,0
3/13/2022,1:30:00,0,LaJaraUpstream,0,0.012,-1.27,-0.33,0,72.7,95.1,10.7,0.017,0,0,0,4.71,0,1.202,7.39,-40.5,-0.208,0.013,5.45,0
3/13/2022,1:35:00,0,LaJaraUpstream,0,0.013,-1.26,-0.33,0,72.7,95.1,10.69,0.018,0,0,0,4.79,0,1.202,7.39,-40.4,-0.185,0.013,5.42,0
3/13/2022,1:40:00,0,LaJaraUpstream,0,0.013,-1.24,-0.32,0,72.7,95.1,10.68,0.018,0,0,0,4.64,0,1.202,7.35,-38.3,-0.164,0.013,5.42,0
3/13/2022,1:45:00,0,LaJaraUpstream,0,0.013,-1.22,-0.32,0,72.8,95.1,10.68,0.019,0,0,0,4.55,0,1.202,7.37,-39.2,-0.151,0.013,5.42,0
